Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,FamilyCount,IsReverend,Embarked_C,Embarked_Q,Embarked_S,IsMale,Title
1,1,,0,0,19988,30.5,C106,0,0,0,0,1,1,Mr
1,1,50.0,0,1,PC 17558,247.5208,B58 B60,1,0,1,0,0,0,Mrs
1,3,,0,0,9234,7.75,¯\(ツ)/¯,0,0,0,1,0,0,Miss
1,3,,2,0,367226,23.25,¯\(ツ)/¯,2,0,0,1,0,1,Mr
0,3,19.0,0,0,LINE,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,,0,0,226593,12.35,E101,0,0,0,1,0,0,Miss
0,3,,0,0,A/5 2466,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,0.92,1,2,113781,151.55,C22 C26,3,0,0,0,1,1,Master
1,1,,0,0,17421,110.8833,¯\(ツ)/¯,0,0,1,0,0,0,Miss
1,1,17.0,1,0,PC 17758,108.9,C65,1,0,1,0,0,0,Mrs
0,2,30.0,1,0,P/PP 3381,24.0,¯\(ツ)/¯,1,0,1,0,0,1,Mr
1,1,30.0,0,0,PC 17485,56.9292,E36,0,0,1,0,0,0,Miss
1,1,24.0,0,0,11767,83.1583,C54,0,0,1,0,0,0,Miss
1,1,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,4,0,1,0,0,0,Miss
0,2,26.0,1,1,250651,26.0,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
0,3,28.0,0,0,349243,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,43.0,1,1,F.C.C. 13529,26.25,¯\(ツ)/¯,2,0,0,0,1,1,Mr
1,3,26.0,0,0,347470,7.8542,¯\(ツ)/¯,0,0,0,0,1,0,Miss
1,2,24.0,1,0,244367,26.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
0,2,54.0,0,0,29011,14.0,¯\(ツ)/¯,0,0,0,0,1,1,Dr
1,1,31.0,0,2,36928,164.8667,C7,2,0,0,0,1,0,Miss
1,1,40.0,1,1,16966,134.5,E34,2,0,1,0,0,0,Mrs
0,3,22.0,0,0,A/5 21172,7.25,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,27.0,0,0,349219,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,30.0,0,0,234818,12.35,¯\(ツ)/¯,0,0,0,1,0,0,Miss
1,2,22.0,1,1,248738,29.0,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
0,3,,8,2,CA. 2343,69.55,¯\(ツ)/¯,10,0,0,0,1,1,Mr
1,1,36.0,0,0,PC 17760,135.6333,C32,0,0,1,0,0,0,Miss
0,3,61.0,0,0,345364,6.2375,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,36.0,0,0,28551,13.0,D,0,0,0,0,1,0,Mrs
1,3,31.0,1,1,363291,20.525,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
1,1,16.0,0,1,111361,57.9792,B18,1,0,1,0,0,0,Miss
1,3,,2,0,367226,23.25,¯\(ツ)/¯,2,0,0,1,0,0,Miss
0,1,45.5,0,0,113043,28.5,C124,0,0,0,0,1,1,Mr
0,1,38.0,0,1,PC 17582,153.4625,C91,1,0,0,0,1,1,Mr
0,3,16.0,2,0,345764,18.0,¯\(ツ)/¯,2,0,0,0,1,1,Mr
1,1,,1,0,PC 17611,133.65,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
0,3,,0,0,349225,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,29.0,1,0,113776,66.6,C2,1,0,0,0,1,1,Mr
1,1,41.0,0,0,16966,134.5,E40,0,0,1,0,0,0,Miss
1,3,45.0,0,0,7598,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,45.0,0,0,113784,35.5,T,0,0,0,0,1,1,Mr
1,2,2.0,1,1,230080,26.0,F2,2,0,0,0,1,1,Master
1,1,24.0,3,2,19950,263.0,C23 C25 C27,5,0,0,0,1,0,Miss
0,2,28.0,0,0,248740,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,25.0,0,0,244361,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,36.0,0,0,229236,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,24.0,0,0,248733,13.0,F33,0,0,0,0,1,0,Miss
1,2,40.0,0,0,31418,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
1,3,,1,0,386525,16.1,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
1,3,3.0,1,1,C.A. 37671,15.9,¯\(ツ)/¯,2,0,0,0,1,1,Master
0,3,42.0,0,0,315088,8.6625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,23.0,0,0,7267,9.225,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,,0,0,113510,35.0,C128,0,0,0,0,1,1,Mr
0,3,15.0,1,1,2695,7.2292,¯\(ツ)/¯,2,0,1,0,0,1,Mr
0,3,25.0,1,0,349237,17.8,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,,0,0,2647,7.225,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,28.0,0,0,345783,9.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,22.0,0,1,113505,55.0,E33,1,0,0,0,1,0,Miss
0,2,38.0,0,0,237671,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
1,3,,0,0,330931,7.8792,¯\(ツ)/¯,0,0,0,1,0,0,Miss
1,3,,0,0,330980,7.8792,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,3,40.0,1,4,347088,27.9,¯\(ツ)/¯,5,0,0,0,1,1,Mr
0,2,29.0,1,0,SC/PARIS 2167,27.7208,¯\(ツ)/¯,1,0,1,0,0,1,Mr
0,3,45.0,0,1,2691,14.4542,¯\(ツ)/¯,1,0,1,0,0,0,Mrs
0,3,35.0,0,0,SOTON/O.Q. 3101310,7.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,1,0,370365,15.5,¯\(ツ)/¯,1,0,0,1,0,1,Mr
0,3,30.0,0,0,C 7076,7.25,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,60.0,1,0,110813,75.25,D37,1,0,1,0,0,0,Mrs
1,3,,0,0,2626,7.2292,¯\(ツ)/¯,0,0,1,0,0,0,Mrs
1,3,,0,0,14313,7.75,¯\(ツ)/¯,0,0,0,1,0,0,Miss
1,1,24.0,0,0,PC 17477,69.3,B35,0,0,1,0,0,0,Mme
1,1,25.0,1,0,11765,55.4417,E50,1,0,1,0,0,1,Mr
0,3,18.0,1,0,3101267,6.4958,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,19.0,0,0,323951,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,22.0,0,0,PC 17760,135.6333,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,3.0,3,1,349909,21.075,¯\(ツ)/¯,4,0,0,0,1,0,Miss
1,1,,1,0,PC 17604,82.1708,¯\(ツ)/¯,1,0,1,0,0,0,Mrs
1,3,22.0,0,0,C 7077,7.25,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,1,27.0,0,2,113503,211.5,C82,2,0,1,0,0,1,Mr
0,3,20.0,0,0,2648,4.0125,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,19.0,0,0,347069,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,42.0,0,0,PC 17757,227.525,¯\(ツ)/¯,0,0,1,0,0,0,Miss
1,3,1.0,0,2,2653,15.7417,¯\(ツ)/¯,2,0,1,0,0,0,Miss
0,3,32.0,0,0,STON/O 2. 3101293,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,35.0,1,0,113789,52.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
0,3,,0,0,349227,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,18.0,0,0,S.O.C. 14879,73.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,1.0,5,2,CA 2144,46.9,¯\(ツ)/¯,7,0,0,0,1,1,Master
1,2,36.0,0,0,27849,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,,0,0,367655,7.7292,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,2,17.0,0,0,SC 1748,12.0,¯\(ツ)/¯,0,0,1,0,0,0,Miss
1,1,36.0,1,2,113760,120.0,B96 B98,3,0,0,0,1,1,Mr
1,3,21.0,0,0,350034,7.7958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,28.0,2,0,3101277,7.925,¯\(ツ)/¯,2,0,0,0,1,1,Mr
1,1,23.0,1,0,35273,113.275,D36,1,0,1,0,0,0,Miss
1,3,24.0,0,2,PP 9549,16.7,G6,2,0,0,0,1,0,Mrs
0,3,22.0,0,0,350052,7.7958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,31.0,0,0,350407,7.8542,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,2,46.0,0,0,28403,26.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,23.0,0,0,244278,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Dr
1,2,28.0,0,0,240929,12.65,¯\(ツ)/¯,0,0,0,0,1,0,Mrs
1,3,39.0,0,0,STON/O 2. 3101289,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,26.0,0,0,341826,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,21.0,1,0,4137,9.825,¯\(ツ)/¯,1,0,0,0,1,0,Miss
0,3,28.0,1,0,STON/O2. 3101279,15.85,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,20.0,0,0,315096,8.6625,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,2,34.0,1,0,28664,21.0,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,51.0,0,0,347064,7.75,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,3.0,1,1,29106,18.75,¯\(ツ)/¯,2,0,0,0,1,1,Master
0,3,21.0,0,0,312992,7.775,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,3,1,4133,25.4667,¯\(ツ)/¯,4,0,0,0,1,0,Miss
0,3,,0,0,349222,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,394140,6.8583,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,1,33.0,1,0,19928,90.0,C78,1,0,0,1,0,0,Miss
0,2,,0,0,239853,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,44.0,0,0,STON/O 2. 3101269,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,343095,8.05,¯\(ツ)/¯,0,0,0,0,1,0,Mrs
1,2,34.0,1,1,28220,32.5,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
1,2,18.0,0,2,250652,13.0,¯\(ツ)/¯,2,0,0,0,1,0,Miss
0,2,30.0,0,0,28228,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,10.0,0,2,345773,24.15,¯\(ツ)/¯,2,0,0,0,1,0,Miss
0,3,,0,0,349254,7.8958,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,21.0,0,0,A/5. 13032,7.7333,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,3,29.0,0,0,315082,7.875,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,28.0,1,1,347080,14.4,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
0,3,18.0,1,1,370129,20.2125,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,3,,0,0,A/4. 34244,7.25,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,28.0,1,0,2003,26.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
1,2,19.0,0,0,250655,26.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,,0,0,364851,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,3,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,0,0,0,0,1,1,Mr
1,1,28.0,0,0,110564,26.55,C52,0,0,0,0,1,1,Mr
1,3,,1,0,376564,16.1,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
1,2,42.0,1,0,SC/AH 3085,26.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
0,3,17.0,0,0,STON/O 2. 3101274,7.125,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,50.0,1,0,13507,55.9,E44,1,0,0,0,1,1,Mr
1,1,14.0,1,2,113760,120.0,B96 B98,3,0,0,0,1,0,Miss
0,3,21.0,2,2,W./C. 6608,34.375,¯\(ツ)/¯,4,0,0,0,1,0,Miss
1,2,24.0,2,3,29106,18.75,¯\(ツ)/¯,5,0,0,0,1,0,Mrs
0,1,64.0,1,4,19950,263.0,C23 C25 C27,5,0,0,0,1,1,Mr
0,2,31.0,0,0,C.A. 18723,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,45.0,1,1,F.C.C. 13529,26.25,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
0,3,20.0,0,0,345769,9.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,25.0,1,0,347076,7.775,¯\(ツ)/¯,1,0,0,0,1,1,Mr
1,2,28.0,0,0,230434,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Ms
1,3,,0,0,65306,8.1125,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,4.0,0,2,33638,81.8583,A34,2,0,0,0,1,1,Master
1,2,13.0,0,1,250644,19.5,¯\(ツ)/¯,1,0,0,0,1,0,Miss
1,1,34.0,0,0,113794,26.55,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,5.0,2,1,2666,19.2583,¯\(ツ)/¯,3,0,1,0,0,0,Miss
1,1,52.0,0,0,113786,30.5,C104,0,0,0,0,1,1,Major
0,2,36.0,1,2,C.A. 34651,27.75,¯\(ツ)/¯,3,0,0,0,1,1,Mr
0,3,,1,0,65303,19.9667,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,1,30.0,0,0,113051,27.75,C111,0,0,1,0,0,1,Mr
1,1,49.0,1,0,17453,89.1042,C92,1,0,1,0,0,1,Mr
0,3,,0,0,A/5 2817,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,29.0,0,0,349240,7.8958,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,1,65.0,0,0,13509,26.55,E38,0,0,0,0,1,1,Mr
1,1,,1,0,17464,51.8625,D21,1,0,0,0,1,0,Mrs
1,2,50.0,0,0,F.C.C. 13531,10.5,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,,0,0,371060,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,1,48.0,0,0,19952,26.55,E12,0,0,0,0,1,1,Mr
0,3,34.0,0,0,364506,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,47.0,0,0,111320,38.5,E63,0,0,0,0,1,1,Mr
0,2,48.0,0,0,234360,13.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,A/S 2816,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,38.0,0,0,SOTON/O.Q. 3101306,7.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,,0,0,239853,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,56.0,0,0,113792,26.55,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,36209,7.725,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,3,0.75,2,1,2666,19.2583,¯\(ツ)/¯,3,0,1,0,0,0,Miss
0,3,,0,0,323592,7.25,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,38.0,0,0,315089,8.6625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,33.0,1,2,C.A. 34651,27.75,¯\(ツ)/¯,3,0,0,0,1,0,Mrs
1,2,23.0,0,0,SC/AH Basle 541,13.7917,D,0,0,1,0,0,0,Mrs
0,3,22.0,0,0,7553,9.8375,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,1,,0,0,110465,52.0,A14,0,0,0,0,1,1,Mr
0,2,34.0,1,0,31027,21.0,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,29.0,1,0,3460,7.0458,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,22.0,0,0,350060,7.5208,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,2.0,0,1,3101298,12.2875,¯\(ツ)/¯,1,0,0,0,1,0,Miss
0,3,9.0,5,2,CA 2144,46.9,¯\(ツ)/¯,7,0,0,0,1,1,Master
0,2,,0,0,239854,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,50.0,0,0,A/5 3594,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,63.0,0,0,4134,9.5875,¯\(ツ)/¯,0,0,0,0,1,0,Mrs
1,1,25.0,1,0,11967,91.0792,B49,1,0,1,0,0,1,Mr
0,3,,3,1,4133,25.4667,¯\(ツ)/¯,4,0,0,0,1,0,Miss
1,1,35.0,1,0,19943,90.0,C93,1,0,0,0,1,0,Mrs
0,1,58.0,0,0,11771,29.7,B37,0,0,1,0,0,1,Mr
0,3,30.0,0,0,A.5. 18509,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,9.0,1,1,C.A. 37671,15.9,¯\(ツ)/¯,2,0,0,0,1,1,Master
0,3,,1,0,65304,19.9667,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,21.0,0,0,SOTON/OQ 3101317,7.25,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,55.0,0,0,113787,30.5,C30,0,0,0,0,1,1,Mr
0,1,71.0,0,0,PC 17609,49.5042,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,21.0,0,0,A/4 45380,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,2627,14.4583,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,1,54.0,1,0,36947,78.2667,D20,1,0,1,0,0,0,Miss
0,3,,0,0,C.A. 6212,15.1,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,25.0,1,2,113781,151.55,C22 C26,3,0,0,0,1,0,Mrs
0,3,24.0,0,0,350035,7.7958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,17.0,0,0,315086,8.6625,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,21.0,0,0,364846,7.75,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,3,,0,0,330909,7.6292,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,3,37.0,0,0,4135,9.5875,¯\(ツ)/¯,0,0,0,0,1,0,Miss
1,1,16.0,0,0,110152,86.5,B79,0,0,0,0,1,0,Miss
0,1,18.0,1,0,PC 17758,108.9,C65,1,0,1,0,0,1,Mr
1,2,33.0,0,2,26360,26.0,¯\(ツ)/¯,2,0,0,0,1,0,Mrs
1,1,,0,0,111427,26.55,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,28.0,0,0,C 4001,22.525,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,26.0,0,0,1601,56.4958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,3,29.0,0,0,382651,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,3,,0,0,SOTON/OQ 3101316,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,36.0,0,0,PC 17473,26.2875,E25,0,0,0,0,1,1,Mr
1,1,54.0,1,0,PC 17603,59.4,¯\(ツ)/¯,1,0,1,0,0,0,Mrs
0,3,24.0,0,0,349209,7.4958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,47.0,0,0,36967,34.0208,D46,0,0,0,0,1,1,Mr
1,2,34.0,0,0,C.A. 34260,10.5,F33,0,0,0,0,1,0,Mrs
0,3,,0,0,371110,24.15,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,2,36.0,1,0,226875,26.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
0,3,32.0,0,0,349242,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,30.0,0,0,12749,93.5,B73,0,0,0,0,1,0,Miss
0,3,22.0,0,0,349252,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,2624,7.225,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,1,44.0,0,1,111361,57.9792,B18,1,0,1,0,0,0,Mrs
0,3,,0,0,2700,7.2292,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,40.5,0,0,367232,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,2,50.0,0,0,W./C. 14258,10.5,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,1,,0,0,PC 17483,221.7792,C95,0,0,0,0,1,1,Mr
0,3,39.0,0,0,3101296,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,23.0,2,1,29104,11.5,¯\(ツ)/¯,3,0,0,0,1,1,Mr
1,2,2.0,1,1,26360,26.0,¯\(ツ)/¯,2,0,0,0,1,0,Miss
0,3,,0,0,2641,7.2292,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,17.0,1,1,2690,7.2292,¯\(ツ)/¯,2,0,1,0,0,1,Mr
1,3,,0,2,2668,22.3583,¯\(ツ)/¯,2,0,1,0,0,0,Mrs
0,3,30.0,0,0,315084,8.6625,¯\(ツ)/¯,0,0,0,0,1,0,Miss
1,2,7.0,0,2,F.C.C. 13529,26.25,¯\(ツ)/¯,2,0,0,0,1,0,Miss
0,1,45.0,0,0,113050,26.55,B38,0,0,0,0,1,1,Major
1,1,30.0,0,0,PC 17761,106.425,¯\(ツ)/¯,0,0,1,0,0,0,Miss
0,3,,0,0,364498,14.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,22.0,0,2,13568,49.5,B39,2,0,1,0,0,0,Miss
1,1,36.0,0,2,WE/P 5735,71.0,B22,2,0,0,0,1,0,Miss
0,3,9.0,4,2,347082,31.275,¯\(ツ)/¯,6,0,0,0,1,0,Miss
0,3,11.0,4,2,347082,31.275,¯\(ツ)/¯,6,0,0,0,1,0,Miss
1,2,32.0,1,0,2908,26.0,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,1,50.0,1,0,PC 17761,106.425,C86,1,0,1,0,0,1,Mr
0,1,64.0,0,0,693,26.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,19.0,1,0,2908,26.0,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
1,2,,0,0,SC/PARIS 2146,13.8625,¯\(ツ)/¯,0,0,1,0,0,1,Mr
0,3,33.0,1,1,363291,20.525,¯\(ツ)/¯,2,0,0,0,1,1,Mr
1,2,8.0,1,1,C.A. 33112,36.75,¯\(ツ)/¯,2,0,0,0,1,1,Master
1,1,17.0,0,2,17421,110.8833,C70,2,0,1,0,0,1,Mr
0,2,27.0,0,0,244358,26.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,330979,7.8292,¯\(ツ)/¯,0,0,0,1,0,1,Mr
1,3,22.0,0,0,2620,7.225,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,3,22.0,0,0,347085,7.775,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,1,62.0,0,0,113807,26.55,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,48.0,1,0,11755,39.6,A16,1,0,1,0,0,0,Lady
0,1,,0,0,PC 17757,227.525,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,1,39.0,1,1,110413,79.65,E67,2,0,0,0,1,0,Mrs
1,3,36.0,1,0,345572,17.4,¯\(ツ)/¯,1,0,0,0,1,0,Mrs
0,3,,0,0,372622,7.75,¯\(ツ)/¯,0,0,0,1,0,1,Mr
0,3,40.0,0,0,349251,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,2,28.0,0,0,218629,13.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,SOTON/OQ 392082,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,SOTON/O.Q. 392087,8.05,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,24.0,2,0,A/4 48871,24.15,¯\(ツ)/¯,2,0,0,0,1,1,Mr
0,3,19.0,0,0,349205,7.8958,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,29.0,0,4,349909,21.075,¯\(ツ)/¯,4,0,0,0,1,0,Mrs
0,3,,0,0,2686,7.2292,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,3,32.0,0,0,350417,7.8542,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,62.0,0,0,S.W./PP 752,10.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,53.0,2,0,11769,51.4792,C101,2,0,0,0,1,0,Mrs
1,1,36.0,0,0,PC 17474,26.3875,E25,0,0,0,0,1,1,Mr
1,3,,0,0,14312,7.75,¯\(ツ)/¯,0,0,0,1,0,0,Miss
0,3,16.0,0,0,A/4. 20589,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,19.0,0,0,358585,14.5,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,34.0,0,0,243880,13.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
1,1,39.0,1,0,13507,55.9,E44,1,0,0,0,1,0,Mrs
0,3,,1,0,2689,14.4583,¯\(ツ)/¯,1,0,1,0,0,0,Mrs
1,3,32.0,0,0,STON/O 2. 3101286,7.925,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,2,25.0,1,1,237789,30.0,¯\(ツ)/¯,2,0,0,0,1,0,Miss
1,1,39.0,1,1,17421,110.8833,C68,2,0,1,0,0,0,Mrs
0,2,54.0,0,0,28403,26.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,1,36.0,0,0,13049,40.125,A10,0,0,1,0,0,1,Mr
0,3,,0,0,3411,8.7125,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,1,18.0,0,2,110413,79.65,E68,2,0,0,0,1,0,Miss
0,2,47.0,0,0,237565,15.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,60.0,1,1,13567,79.2,B41,2,0,1,0,0,1,Mr
0,3,22.0,0,0,14973,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,A./5. 3235,8.05,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,35.0,0,0,STON/O 2. 3101273,7.125,¯\(ツ)/¯,0,0,0,0,1,1,Mr
1,1,52.0,1,0,36947,78.2667,D20,1,0,1,0,0,0,Mrs
0,3,47.0,0,0,A/5 3902,7.25,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,2,364848,7.75,¯\(ツ)/¯,2,0,0,1,0,0,Miss
0,2,37.0,1,0,SC/AH 29037,26.0,¯\(ツ)/¯,1,0,0,0,1,1,Mr
0,3,36.0,1,1,345773,24.15,¯\(ツ)/¯,2,0,0,0,1,1,Mr
1,2,,0,0,248727,33.0,¯\(ツ)/¯,0,0,0,0,1,0,Miss
0,3,49.0,0,0,LINE,0.0,¯\(ツ)/¯,0,0,0,0,1,1,Mr
0,3,,0,0,2664,7.225,¯\(ツ)/¯,0,0,1,0,0,1,Mr
1,1,49.0,1,0,PC 17485,56.9292,A20,1,0,1,0,0,1,Sir
